Task ID,Task Type,Argument,Result
2595,sin,5.876946,-0.395158
2597,sin,8.753515,0.621976
2600,sin,9.719824,-0.290784
2602,sin,0.641240,0.598189
2604,sin,6.180917,-0.102090
2608,sin,7.398089,0.897869
2610,sin,1.863775,0.957388
2613,sin,8.703753,0.660155
2616,sin,7.049081,0.693183
2620,sin,2.322011,0.730860
2623,sin,5.522395,-0.689494
2625,sin,4.945966,-0.972845
2628,sin,7.365195,0.882903
2631,sin,5.167215,-0.898338
2633,sin,8.573358,0.752217
2636,sin,1.006110,0.844756
2639,sin,6.766306,0.464545
2643,sin,3.883367,-0.675597
2646,sin,1.664829,0.995582
2648,sin,9.008521,0.404340
2653,sin,8.950005,0.457136
2656,sin,2.298646,0.746606
2657,sin,4.489960,-0.975365
2661,sin,5.692006,-0.557341
2666,sin,7.993828,0.990237
2670,sin,9.990779,-0.536261
2674,sin,9.766083,-0.334717
2677,sin,8.397084,0.856110
2678,sin,9.840963,-0.404274
2681,sin,2.528455,0.575436
2684,sin,5.680948,-0.566487
2687,sin,2.787569,0.346674
2689,sin,5.323004,-0.819295
2692,sin,7.922189,0.997675
2694,sin,9.010004,0.402983
2696,sin,8.257395,0.919726
2701,sin,5.998610,-0.280750
2704,sin,7.176497,0.779152
2709,sin,0.376300,0.367482
2711,sin,7.614120,0.971371
2715,sin,6.173690,-0.109276
2718,sin,5.368546,-0.792343
2721,sin,3.608200,-0.449859
2724,sin,7.725552,0.991764
2726,sin,4.339527,-0.931289
2728,sin,1.582421,0.999932
2732,sin,8.937924,0.467848
2735,sin,2.177951,0.821274
2737,sin,8.396549,0.856386
2740,sin,5.882702,-0.389864
2742,sin,9.076653,0.341136
2744,sin,6.524710,0.239183
2748,sin,4.379977,-0.945258
2751,sin,5.967683,-0.310294
2754,sin,1.755354,0.983018
2758,sin,0.203422,0.202022
2761,sin,8.137415,0.960101
2764,sin,7.442098,0.916368
2767,sin,4.031113,-0.776770
2770,sin,0.072518,0.072455
2773,sin,9.210889,0.212262
2776,sin,6.182283,-0.100731
2778,sin,0.011957,0.011957
2781,sin,2.655682,0.467014
2783,sin,9.825124,-0.389737
2786,sin,3.200921,-0.059293
2789,sin,5.670724,-0.574884
2792,sin,4.237707,-0.889438
2795,sin,8.815718,0.572097
2798,sin,9.020392,0.393454
2801,sin,6.409569,0.126048
2804,sin,9.619833,-0.193821
2806,sin,2.311374,0.738079
2809,sin,6.265422,-0.017762
2812,sin,0.432296,0.418957
2814,sin,1.863460,0.957479
2817,sin,8.265148,0.916655
2820,sin,7.022525,0.673800
2822,sin,8.208517,0.937808
2827,sin,9.140420,0.280541
2830,sin,1.251711,0.949523
2833,sin,5.356542,-0.799609
2836,sin,9.500435,-0.075585
2838,sin,3.253653,-0.111826
2841,sin,8.301247,0.901633
2847,sin,7.413276,0.904451
2850,sin,8.314412,0.895861
2854,sin,4.464056,-0.969324
2857,sin,3.736370,-0.560325
2860,sin,7.417391,0.906199
2863,sin,6.555644,0.269101
2866,sin,1.093599,0.888286
2868,sin,5.104013,-0.924290
2870,sin,7.764008,0.995955
2872,sin,0.157024,0.156380
2874,sin,6.223285,-0.059865
2875,sin,9.357745,0.066983
2877,sin,5.877407,-0.394734
2879,sin,3.579487,-0.424033
2881,sin,2.119967,0.852958
2883,sin,2.226749,0.792467
2885,sin,9.282390,0.141908
2886,sin,2.829432,0.307115
2888,sin,7.178863,0.780633
2889,sin,8.658220,0.693660
2891,sin,5.548603,-0.670277
2893,sin,0.066088,0.066040
2895,sin,2.107092,0.859607
2897,sin,7.113572,0.738192
2899,sin,6.833504,0.522959
2901,sin,3.777943,-0.594264
2903,sin,6.109536,-0.172778
2905,sin,2.909260,0.230248
2907,sin,9.265028,0.159071
2909,sin,9.533014,-0.108025
2911,sin,6.191571,-0.091486
2913,sin,6.472178,0.187869
2915,sin,1.003713,0.843472
2917,sin,0.392311,0.382325
2919,sin,6.444744,0.160857
2921,sin,2.826904,0.309520
2923,sin,3.322193,-0.179621
2925,sin,1.084678,0.884153
2927,sin,7.404541,0.900690
2929,sin,9.014089,0.399241
2930,sin,3.098761,0.042818
2932,sin,1.016921,0.850492
