Task ID,Task Type,Argument,Result
2569,pow,9.052266,81.943525
2572,pow,0.504881,0.254905
2575,pow,1.090664,1.189547
2578,pow,1.894921,3.590727
2580,pow,7.334274,53.791569
2582,pow,7.399495,54.752519
2585,pow,2.322018,5.391767
2592,pow,7.646674,58.471627
2596,pow,0.372115,0.138470
2598,pow,6.220137,38.690107
2603,pow,9.454949,89.396066
2605,pow,6.474492,41.919041
2607,pow,2.824010,7.975032
2609,pow,1.550047,2.402646
2611,pow,3.756821,14.113703
2614,pow,1.146444,1.314334
2617,pow,3.714130,13.794765
2619,pow,4.580695,20.982765
2621,pow,7.353960,54.080732
2624,pow,0.259271,0.067221
2626,pow,8.649781,74.818713
2629,pow,3.060636,9.367492
2632,pow,7.271631,52.876619
2634,pow,0.524280,0.274869
2637,pow,4.507021,20.313234
2640,pow,7.515997,56.490212
2641,pow,1.315083,1.729444
2644,pow,7.573249,57.354095
2647,pow,5.980288,35.763845
2649,pow,0.744950,0.554950
2651,pow,7.834009,61.371702
2654,pow,4.480869,20.078190
2658,pow,0.571324,0.326411
2660,pow,4.036392,16.292463
2663,pow,6.680337,44.626901
2664,pow,3.272204,10.707316
2667,pow,5.919718,35.043060
2669,pow,2.253313,5.077420
2671,pow,4.399140,19.352432
2673,pow,3.663794,13.423386
2676,pow,5.841025,34.117568
2679,pow,7.493418,56.151318
2682,pow,3.508064,12.306510
2685,pow,2.588743,6.701588
2688,pow,4.775964,22.809836
2691,pow,5.359112,28.720081
2693,pow,8.528063,72.727863
2697,pow,6.564351,43.090709
2699,pow,0.027006,0.000729
2702,pow,4.246665,18.034167
2705,pow,4.813791,23.172580
2707,pow,7.927238,62.841101
2710,pow,7.550835,57.015105
2713,pow,5.320379,28.306438
2714,pow,9.006638,81.119535
2717,pow,9.521135,90.652014
2719,pow,6.273353,39.354960
2722,pow,3.576155,12.788885
2725,pow,2.182110,4.761603
2729,pow,1.088075,1.183907
2731,pow,5.119401,26.208266
2733,pow,5.486961,30.106746
2736,pow,5.592483,31.275866
2739,pow,2.206092,4.866840
2743,pow,4.101273,16.820440
2746,pow,8.636203,74.584008
2749,pow,2.647697,7.010297
2752,pow,0.743975,0.553499
2755,pow,0.278501,0.077563
2757,pow,0.212272,0.045059
2760,pow,9.988895,99.778015
2762,pow,7.769235,60.361008
2765,pow,2.190318,4.797492
2768,pow,1.143888,1.308481
2771,pow,1.887650,3.563221
2774,pow,4.897795,23.988393
2777,pow,4.604321,21.199774
2779,pow,8.762929,76.788929
2784,pow,2.006863,4.027497
2788,pow,9.789054,95.825585
2791,pow,0.202990,0.041205
2794,pow,1.708137,2.917732
2797,pow,7.940465,63.050992
2799,pow,3.858543,14.888353
2802,pow,5.428305,29.466498
2805,pow,5.408455,29.251380
2808,pow,4.957607,24.577870
2810,pow,9.702304,94.134699
2813,pow,4.570287,20.887527
2816,pow,6.383557,40.749802
2819,pow,3.014137,9.085024
2823,pow,9.197112,84.586869
2825,pow,4.437444,19.690909
2829,pow,4.570740,20.891660
2832,pow,7.877998,62.062858
2835,pow,8.751947,76.596569
2837,pow,2.517105,6.335820
2840,pow,1.799477,3.238118
2843,pow,5.716980,32.683860
2845,pow,6.739675,45.423216
2849,pow,3.348021,11.209248
2851,pow,2.383474,5.680950
2853,pow,9.783873,95.724164
2856,pow,1.362436,1.856231
2861,pow,7.541020,56.866985
2864,pow,8.285922,68.656498
