Task ID,Task Type,Argument,Result
2513,sqrt,4.201518,2.049761
2518,sqrt,7.321518,2.705830
2520,sqrt,4.202937,2.050106
2523,sqrt,5.168231,2.273374
2525,sqrt,6.109645,2.471770
2528,sqrt,0.016801,0.129617
2532,sqrt,4.325041,2.079673
2535,sqrt,0.439879,0.663234
2538,sqrt,7.593544,2.755639
2541,sqrt,3.232230,1.797840
2544,sqrt,9.582965,3.095636
2547,sqrt,8.382890,2.895322
2550,sqrt,4.857108,2.203885
2554,sqrt,0.270151,0.519761
2557,sqrt,6.648490,2.578467
2560,sqrt,8.254691,2.873098
2564,sqrt,0.714905,0.845521
2568,sqrt,9.948294,3.154092
2571,sqrt,6.782414,2.604307
2576,sqrt,3.373991,1.836843
2581,sqrt,8.744750,2.957152
2584,sqrt,1.380469,1.174934
2587,sqrt,9.887769,3.144482
2589,sqrt,1.169918,1.081628
2591,sqrt,8.312274,2.883102
2594,sqrt,6.758492,2.599710
2599,sqrt,9.546149,3.089684
2601,sqrt,8.643587,2.939998
2606,sqrt,9.319694,3.052817
2612,sqrt,0.273265,0.522747
2615,sqrt,6.637392,2.576314
2618,sqrt,3.097125,1.759865
2622,sqrt,6.570504,2.563299
2627,sqrt,0.934673,0.966785
2630,sqrt,5.881903,2.425264
2635,sqrt,1.627848,1.275871
2638,sqrt,2.203464,1.484407
2642,sqrt,9.579729,3.095114
2645,sqrt,2.896153,1.701809
2650,sqrt,7.044496,2.654147
2652,sqrt,4.967433,2.228774
2655,sqrt,7.448506,2.729195
2659,sqrt,2.270632,1.506862
2662,sqrt,1.246837,1.116619
2665,sqrt,1.864850,1.365595
2668,sqrt,0.085226,0.291935
2672,sqrt,9.388665,3.064093
2675,sqrt,2.201524,1.483753
2680,sqrt,9.990703,3.160807
2683,sqrt,7.715675,2.777710
2686,sqrt,9.445143,3.073295
2690,sqrt,6.771765,2.602262
2695,sqrt,4.391842,2.095672
2698,sqrt,7.337212,2.708729
2700,sqrt,4.094566,2.023503
2703,sqrt,8.958296,2.993041
2706,sqrt,2.169148,1.472803
2708,sqrt,2.551496,1.597340
2712,sqrt,0.744078,0.862599
2716,sqrt,0.542769,0.736729
2720,sqrt,0.736074,0.857947
2723,sqrt,1.482907,1.217747
2727,sqrt,0.884273,0.940358
2730,sqrt,3.204716,1.790172
2734,sqrt,5.787664,2.405756
2738,sqrt,4.263731,2.064880
2741,sqrt,1.843359,1.357703
2745,sqrt,3.869478,1.967099
2747,sqrt,4.716035,2.171644
2750,sqrt,7.771172,2.787682
2753,sqrt,4.936935,2.221921
2756,sqrt,6.008152,2.451153
2759,sqrt,7.916019,2.813542
2763,sqrt,0.281991,0.531028
2766,sqrt,5.652967,2.377597
2769,sqrt,3.048182,1.745904
2772,sqrt,2.371722,1.540040
2775,sqrt,2.220682,1.490195
2780,sqrt,8.156161,2.855899
2782,sqrt,5.829812,2.414500
2785,sqrt,3.804743,1.950575
2787,sqrt,8.288084,2.878903
2790,sqrt,8.918316,2.986355
2793,sqrt,9.608550,3.099766
2796,sqrt,6.690464,2.586593
2800,sqrt,4.303616,2.074516
2803,sqrt,0.541196,0.735660
2807,sqrt,7.157033,2.675263
2811,sqrt,3.491330,1.868510
2815,sqrt,9.029485,3.004910
2818,sqrt,0.431315,0.656746
2821,sqrt,4.486618,2.118164
2824,sqrt,2.866495,1.693073
2826,sqrt,5.520350,2.349542
2828,sqrt,8.588699,2.930648
2831,sqrt,5.746946,2.397279
2834,sqrt,7.162939,2.676367
2839,sqrt,3.306726,1.818441
2842,sqrt,7.437642,2.727204
2844,sqrt,1.400907,1.183599
2846,sqrt,4.584666,2.141183
2848,sqrt,0.923761,0.961125
2852,sqrt,2.622958,1.619555
2855,sqrt,1.028264,1.014034
2858,sqrt,6.445907,2.538879
2859,sqrt,3.531708,1.879284
2862,sqrt,8.743884,2.957006
2865,sqrt,0.800049,0.894454
2867,sqrt,9.391761,3.064598
2869,sqrt,2.809088,1.676033
2871,sqrt,9.987053,3.160230
2873,sqrt,9.286680,3.047405
2876,sqrt,3.399509,1.843776
2878,sqrt,8.331096,2.886364
2880,sqrt,6.805234,2.608684
2882,sqrt,2.315920,1.521815
2884,sqrt,6.170531,2.484055
2887,sqrt,5.122183,2.263224
2890,sqrt,9.507789,3.083470
2892,sqrt,8.293101,2.879774
2894,sqrt,2.226964,1.492302
2896,sqrt,4.574410,2.138787
2898,sqrt,2.827355,1.681474
2900,sqrt,9.994595,3.161423
2902,sqrt,8.482872,2.912537
2904,sqrt,6.152750,2.480474
2906,sqrt,1.261680,1.123245
2908,sqrt,3.813274,1.952761
2910,sqrt,8.912224,2.985335
2912,sqrt,7.292284,2.700423
2914,sqrt,1.759050,1.326292
2916,sqrt,0.169378,0.411555
2918,sqrt,5.223366,2.285468
2920,sqrt,0.306740,0.553841
2922,sqrt,6.213767,2.492743
2924,sqrt,8.880161,2.979960
2926,sqrt,7.330896,2.707563
2928,sqrt,8.804089,2.967169
2931,sqrt,9.792244,3.129256
2933,sqrt,8.775856,2.962407
2934,sqrt,1.080420,1.039433
2935,sqrt,5.010751,2.238471
2936,sqrt,1.477706,1.215609
2937,sqrt,7.306942,2.703136
2938,sqrt,3.310549,1.819492
2939,sqrt,5.870751,2.422963
2940,sqrt,5.743609,2.396583
2941,sqrt,9.590233,3.096810
2942,sqrt,1.669765,1.292194
2943,sqrt,9.347703,3.057401
2944,sqrt,2.949452,1.717397
2945,sqrt,8.313537,2.883320
2946,sqrt,9.127159,3.021119
2947,sqrt,3.806317,1.950979
2948,sqrt,2.676611,1.636035
2949,sqrt,8.584068,2.929858
2950,sqrt,7.203636,2.683959
2951,sqrt,2.888361,1.699518
2952,sqrt,0.011886,0.109023
2953,sqrt,5.926827,2.434508
2954,sqrt,9.177120,3.029376
2955,sqrt,2.251631,1.500544
2956,sqrt,4.962813,2.227737
2957,sqrt,6.320797,2.514120
2958,sqrt,4.430446,2.104862
2959,sqrt,7.437927,2.727256
2960,sqrt,6.643233,2.577447
2961,sqrt,1.475018,1.214503
2962,sqrt,3.051340,1.746808
2963,sqrt,7.475975,2.734223
2964,sqrt,2.498642,1.580709
2965,sqrt,8.999260,2.999877
2966,sqrt,8.236390,2.869911
2967,sqrt,6.707295,2.589845
2968,sqrt,6.773804,2.602653
2969,sqrt,4.444981,2.108312
2970,sqrt,3.162761,1.778415
2971,sqrt,9.887265,3.144402
2972,sqrt,3.491173,1.868468
2973,sqrt,2.207550,1.485783
2974,sqrt,7.004588,2.646618
2975,sqrt,4.584396,2.141120
2976,sqrt,3.593052,1.895535
2977,sqrt,1.072957,1.035837
2978,sqrt,9.723311,3.118222
2979,sqrt,9.128397,3.021324
2980,sqrt,7.549895,2.747707
2981,sqrt,8.467417,2.909883
2982,sqrt,3.713861,1.927138
2983,sqrt,8.052131,2.837628
2984,sqrt,9.169904,3.028185
2985,sqrt,6.705752,2.589547
2986,sqrt,2.017743,1.420473
2987,sqrt,9.153558,3.025485
2988,sqrt,6.569313,2.563067
2989,sqrt,1.400565,1.183455
2990,sqrt,2.600247,1.612528
2991,sqrt,9.173771,3.028823
2992,sqrt,6.632082,2.575283
2993,sqrt,2.820454,1.679421
2994,sqrt,8.639061,2.939228
2995,sqrt,2.033110,1.425872
2996,sqrt,8.414777,2.900823
2997,sqrt,1.847577,1.359256
2998,sqrt,2.632517,1.622503
2999,sqrt,3.301879,1.817107
3000,sqrt,7.302572,2.702327
